Department,Month,Revenue,Expenses,Profit/Loss,Budget Allocation,Forecasted Growth %,Risk Flag
Space Exploration,May-24,6644526,7007021,-362495,5199306.634994639,11.26,High
Medical Research,Apr-24,11000642,6464995,4535647,8459311.725201312,14.17,High
R&D,Mar-24,7252920,9855469,-2602549,7248082.107471099,7.88,High
Tech Innovation,Mar-24,11775675,,5130020,9139242.742444858,8.37,High
Defense Systems,Dec-24,-,10062751,-5111786,,4.54,Low
Administration,Apr-24,,2550218,2598297,3687338.836618824,1.54,Low
Space Exploration,nil,10214435,3102884,7111551,9523294.852351451,-3.86,-
Energy Production,May-24,8428226,2040126,6388100,8156878.83643772,1.07,Medium
Administration,Aug-24,4597302,3799982,797320,3769357.161543835,-1.24,Medium
Medical Research,Dec-24,,2250690,9277949,9930059.612486023,13.44,Low
Cybersecurity,Sep-24,11784054,7283537,4500517,11957946.66095971,13.56,High
Space Exploration,Jan-24,4127921,3094174,1033747,4862585.662035936,-4.01,Low
Cybersecurity,Mar-24,2262810,8732358,-6469548,2560388.28052731,0.05,High
Energy Production,,2180065,4714805,-2534740,1549812.428505672,-,Medium
Defense Systems,May-24,2154199,3673243,-1519044,1889703.645349249,14.71,Low
Cybersecurity,May-24,9347401,4291610,5055791,7522224.77447467,,Low
Energy Production,Jun-24,6175185,5061161,1114024,6152589.3420077,,High
Space Exploration,Apr-24,11979945,7189787,4790158,11213984.06137865,nil,Low
Administration,Jun-24,,9269825,-4988469,4223650.752174339,8.25,
Administration,Jan-24,11598538,3011050,8587488,10338278.56429437,13.17,Low
Tech Innovation,Mar-24,2063293,2530633,-,1710417.107013575,-0.63,Medium
R&D,Dec-24,2586128,8644802,-6058674,2562833.772091732,-1.43,High
Energy Production,Jan-24,,,6945628,9275405.68539333,12.81,Medium
R&D,Jul-24,9673679,,5673728,11224707.55144645,7.36,-
Cybersecurity,Jan-24,,8294390,-5627628,2166527.116276908,-4.08,Medium
-,Feb-24,5663532,2353653,3309879,5673624.740647313,0.28,High
Administration,Jan-24,9434878,4045229,5389649,,12.33,Medium
,Jul-24,10890015,4811525,6078490,12401313.84047382,3.56,
Medical Research,Mar-24,,2717267,711111,3781102.400747008,,Low
Cybersecurity,Jul-24,5766949,10937471,-5170522,5812053.762252456,14.19,Low
R&D,May-24,6330053,8187307,-1857254,-,-2.64,Medium
Administration,Apr-24,2673255,10254231,-7580976,2810119.065300056,6.54,High
Space Exploration,May-24,2320252,1737081,583171,2783629.05841636,8.44,Medium
Energy Production,Dec-24,6485963,5400058,1085905,6330908.880009227,-1.17,High
Defense Systems,Dec-24,4346467,9887636,-5541169,3930581.634347298,13.64,Low
Space Exploration,Apr-24,10308450,3946441,6362009,11103983.99742695,3.91,High
Tech Innovation,Oct-24,9023641,2634292,6389349,7712604.071403545,8.6,Medium
Tech Innovation,Apr-24,2006737,9699330,-7692593,2149125.280013463,2.15,Medium
Cybersecurity,Sep-24,,nil,1421055,3115207.390963627,2.08,High
-,Jun-24,3896127,7688555,-3792428,3984362.002835355,,Medium
Defense Systems,Mar-24,9380405,9464688,-84283,8277451.144054173,10.82,Low
Energy Production,Jan-24,7723505,2620094,5103411,6906435.703065523,-1.81,Low
Defense Systems,Sep-24,10800499,8555913,,9127398.558163663,13.87,High
Medical Research,May-24,11864439,2523256,9341183,14207848.5968727,3.79,Low
Medical Research,Jan-24,9224235,6120029,3104206,9467943.837895771,-4.51,High
Space Exploration,Sep-24,-,3572343,2126356,5284429.23972837,,Low
Administration,Apr-24,,,5065489,9811284.961771987,0.73,High
Medical Research,Apr-24,4183681,7754406,-3570725,3781877.795124874,13.37,High
Energy Production,,4512356,,-2976415,4630121.208956254,0.35,Medium
Medical Research,Aug-24,7830647,6504656,-,8338515.950924595,3.79,High
Administration,Aug-24,-,2344768,2709017,4390773.964340993,,High
Tech Innovation,Aug-24,,5763809,1940494,-,6.51,Medium
R&D,Feb-24,11809379,1919222,9890157,10394787.28651577,3.07,Medium
Administration,Oct-24,6618178,2456478,4161700,7261830.739210344,12.94,Medium
Medical Research,Sep-24,8687858,7673374,1014484,nil,12.51,Low
Administration,Dec-24,5726797,10840810,nil,6080873.912465611,13.59,Medium
Space Exploration,,5928396,2391125,3537271,6803026.761739966,3.25,Medium
Defense Systems,Mar-24,-,9026650,-5847044,2442156.256424589,3.99,Low
R&D,Mar-24,4771520,9773758,-5002238,4868850.846226882,-1.03,Medium
Cybersecurity,May-24,-,9469835,-4674405,4575404.455539642,nil,
Space Exploration,Aug-24,11370061,8216750,3153311,10206451.01879941,1.69,Medium
R&D,Mar-24,6256163,4550688,1705475,6015714.37270528,3.42,Low
Space Exploration,Oct-24,2412201,6617233,-4205032,1944052.716109418,3.38,Medium
Cybersecurity,Oct-24,4904086,6299043,,3622203.243365679,8.58,Medium
Administration,Mar-24,10800431,2881615,7918816,10540688.3864037,,Low
Space Exploration,Jul-24,9179229,1799416,7379813,6482251.315879723,1.24,-
Cybersecurity,Oct-24,8117318,5371904,2745414,-,14.84,-
Space Exploration,Jun-24,11941788,3887482,8054306,8641029.95357019,8.75,Low
Administration,Nov-24,10968730,10408106,560624,9636062.68617541,-4.35,Low
R&D,-,4268902,7330275,-3061373,3894000.035691658,0.56,Medium
Energy Production,Jan-24,11389238,nil,3081987,8274733.010148758,-1.48,Medium
Energy Production,Jun-24,2313467,2771402,-457935,2541502.321822287,-2.77,Low
Energy Production,Feb-24,10220310,3121436,7098874,8983496.71449042,-4.45,
,Feb-24,,-,9718378,9117493.933098687,6.69,High
Cybersecurity,,8631138,6826024,1805114,10102628.00442978,-4.39,Low
R&D,,3387740,2433623,954117,2521508.684810652,7.72,Low
Tech Innovation,Jan-24,,4635906,-1668640,2966542.626788178,7.93,Low
Defense Systems,-,3213483,6684667,-3471184,3057570.006858406,9.99,Low
R&D,Oct-24,9597563,5067460,4530103,9578101.272569532,-1.92,Low
Cybersecurity,May-24,2748698,10612492,-7863794,2033261.345651631,1.4,Medium
Energy Production,Feb-24,10399259,2516889,7882370,7380873.065028913,6.12,Medium
Administration,Mar-24,3429424,6401258,-2971834,3695450.231209317,9.89,High
Medical Research,Mar-24,7528295,8629782,-1101487,7681535.565963422,2.28,Low
,,4659472,7752132,-3092660,3420529.627578823,10.97,High
R&D,Aug-24,6592340,5867622,724718,7226663.965745593,2.2,Low
Tech Innovation,Mar-24,10633207,2644374,7988833,8065655.085445803,11.66,High
Space Exploration,Aug-24,5644614,9761457,-4116843,6434061.421415724,,Low
Space Exploration,Apr-24,6883825,7849023,-965198,7710413.82540343,-1.86,High
Cybersecurity,May-24,9011545,8463931,547614,8898429.290413696,3.27,Medium
Cybersecurity,Jan-24,3006197,2718660,287537,2478106.385309852,6.72,Low
Space Exploration,Oct-24,11780331,7068259,4712072,12375295.11243339,8.27,Medium
Space Exploration,Feb-24,3202966,4699246,-1496280,3089815.941717227,4.84,Low
Defense Systems,,4751176,10658449,-5907273,4928026.2693045,11.96,Medium
Medical Research,Feb-24,9327187,4348026,4979161,8949478.129869757,5.31,Medium
Space Exploration,Mar-24,6265497,4644434,1621063,6093017.149947071,4.18,Medium
R&D,,2369115,6659221,-4290106,1996250.893811393,5.67,High
Energy Production,Jul-24,7011938,5624583,1387355,5625830.507382742,-4.56,Low
Tech Innovation,Jul-24,2645270,5174901,-2529631,1872127.360291102,,Medium
R&D,,5774354,9011656,-3237302,5891264.76665764,10.35,Medium
R&D,nil,10548737,3719892,6828845,10885189.08534521,-0.17,
Tech Innovation,Nov-24,6925754,3277944,3647810,8127249.696832767,13.09,High
Space Exploration,Sep-24,7644983,1671859,5973124,6662155.669210538,-4.87,Medium
Administration,,8456603,2994732,5461871,7493153.143207454,4,Low
Defense Systems,Sep-24,5942329,9402187,-,4791663.164617322,4.87,Low
Tech Innovation,Feb-24,11542292,1833952,9708340,10984726.90983331,-4.09,Low
R&D,Apr-24,2220813,8492024,,1752125.952332256,-0.76,High
Tech Innovation,Aug-24,2375785,9734254,-7358469,2395201.573893713,13.26,Medium
R&D,May-24,10977971,6053348,4924623,8043812.483639655,1.22,High
-,May-24,3007056,10666999,-7659943,2552847.041366201,,High
Administration,Jul-24,9405751,3949946,5455805,8315016.401002988,0.33,High
Administration,Oct-24,5858017,5012025,845992,5819340.871321622,-0.94,High
,Jun-24,8921694,1716845,,10673235.92297866,4.94,Low
Cybersecurity,Apr-24,5712264,4472219,1240045,6819551.672023612,11.33,
Space Exploration,-,2486922,10713811,-8226889,2623782.25450285,-4.56,Medium
Defense Systems,May-24,8393715,2582079,5811636,6485735.663071071,-0.22,Medium
R&D,Oct-24,4784641,3352039,1432602,3672567.634676011,-2.66,Low
Administration,May-24,,10820098,-3758062,6753537.89151778,1.91,High
Space Exploration,Feb-24,11480925,1902538,9578387,11197280.28936827,-0.94,High
Defense Systems,Feb-24,4889900,4771617,118283,4571064.315988444,6.62,High
Administration,Sep-24,8871837,,4082994,9025754.33871,5.5,Medium
Tech Innovation,May-24,4302374,8850952,-4548578,4159020.480451303,-4.39,High
Space Exploration,Jan-24,10975039,6993098,3981941,9257148.876335923,14.24,High
Administration,Mar-24,3296783,10264937,-6968154,2804750.737683684,11.89,Low
Energy Production,Nov-24,2049975,9782707,-7732732,1863828.241512352,6.29,High
Energy Production,Nov-24,7953200,6321246,1631954,7680971.42803945,,Low
Tech Innovation,Jun-24,,7444761,-3942298,3682918.15716679,nil,High
Energy Production,Feb-24,3711359,7551082,-3839723,2727028.58302809,-0.92,High
Tech Innovation,,8212382,2074315,6138067,6729160.94532113,-2.57,Medium
Medical Research,Mar-24,5004439,4952400,52039,3505866.7226162,1.83,High
Cybersecurity,Apr-24,7891029,5302207,2588822,8419257.523034308,6.58,
Defense Systems,Nov-24,8987859,5857576,3130283,9151465.312509691,,High
,Sep-24,4108719,6820901,-2712182,4623395.476312951,13.78,Low
Cybersecurity,May-24,2519626,3735779,-1216153,2989390.128912146,4.57,High
Cybersecurity,Oct-24,2151018,2486777,-335759,1989118.705754369,14.64,
Defense Systems,Nov-24,9754813,3739939,6014874,11691537.59817319,8.03,High
Space Exploration,May-24,6230292,6334922,-104630,7219820.251573946,6.1,Low
Defense Systems,Feb-24,10714095,5577837,5136258,9605377.833200082,8.08,Low
Defense Systems,Jul-24,11123664,3296186,7827478,13003399.92773214,6.54,High
Tech Innovation,Dec-24,2619702,10540324,-7920622,1839211.801620741,0.53,Low
Defense Systems,Dec-24,2190068,2693011,-502943,2123976.893846084,8.71,High
Administration,Jan-24,6020758,4445912,1574846,4840597.793611315,,Low
Tech Innovation,Dec-24,5909421,5571965,337456,4613249.164838378,0.46,Medium
R&D,Jun-24,10759832,2378360,8381472,12726958.17812675,,Medium
-,Sep-24,4527911,1562744,2965167,3528156.825666169,4.57,
R&D,Nov-24,9781574,3820466,5961108,7779801.788652795,5.17,Low
Medical Research,Oct-24,6111511,7517669,-1406158,4511101.645838327,0.44,High
Space Exploration,Dec-24,10404890,6196082,4208808,8532355.372657541,,Medium
Defense Systems,Apr-24,5225381,5653267,-427886,6018660.128039789,10.16,Low
Space Exploration,Jul-24,11655664,7223007,4432657,8894398.916603573,1.84,High
Tech Innovation,Mar-24,9746793,1812833,7933960,-,14.45,High
Space Exploration,May-24,,6740407,1161695,7251602.336957251,2.24,Low
Administration,Jun-24,5614109,3125146,2488963,6501867.024979012,0.12,High
Energy Production,Nov-24,6895317,10041861,-3146544,4917892.758434024,-1.75,
Cybersecurity,,4926347,10554271,-5627924,3965789.452726003,3.21,Medium
Tech Innovation,Feb-24,10374448,10670235,-295787,10402728.89701618,12.59,Low
Energy Production,Oct-24,8094607,6099519,1995088,7784711.886277944,10.5,High
R&D,Dec-24,7468019,3489876,3978143,8081179.102384062,14.57,Medium
,Apr-24,6627393,nil,,5130749.059325472,-0.59,
Administration,Aug-24,5378636,10948771,-5570135,5889153.392885806,-3,Medium
Energy Production,Aug-24,3171938,5102103,-1930165,3663530.30755495,-1.29,Medium
Space Exploration,May-24,2403715,9694342,-7290627,2273042.697195073,-4.82,High
Defense Systems,Mar-24,7546560,7101945,444615,6419104.287482874,9.02,High
Tech Innovation,Oct-24,4200612,3371175,829437,4466784.210827796,-,Low
Space Exploration,Dec-24,7850101,3314091,4536010,8815937.81460943,11.75,Low
,Jul-24,3528792,3356565,172227,3055069.350863246,6.32,Low
Cybersecurity,,4877454,10979457,-6102003,4348808.830534222,4.93,High
Energy Production,Nov-24,7530768,2453889,5076879,6457843.853312335,7.99,Medium
Energy Production,Mar-24,7112893,7148225,-35332,7967651.196103659,-2.44,High
Administration,Dec-24,2376875,6312760,-3935885,2710148.643657673,14.12,
R&D,Oct-24,4724956,7625917,-2900961,5076804.24896165,7.21,Low
Medical Research,Mar-24,7625890,7145532,480358,6077078.604317115,-3.92,High
Cybersecurity,Jul-24,11564879,10990420,574459,11680392.8366232,13.71,-
Administration,Nov-24,,6101990,5507372,9484132.300136471,-4.84,Low
Defense Systems,Jun-24,-,1795331,5853463,5699311.975037056,14.26,
Tech Innovation,Jul-24,11575848,-,2010934,8649000.408167271,10.03,Medium
R&D,Mar-24,4955619,2137578,,5317226.32400373,-1.13,Medium
R&D,May-24,5085794,9520351,-4434557,5287224.450668671,2.63,Low
Energy Production,Feb-24,11597235,4021723,7575512,12666624.64209852,14.83,Low
R&D,Mar-24,3923193,9821175,-5897982,4496974.139721076,1.86,Low
Administration,Dec-24,9342997,6582149,2760848,10714828.73743322,12.69,nil
Defense Systems,Jul-24,11846808,5218752,6628056,10519589.13178244,1.68,Low
Energy Production,Jul-24,9753042,5796006,3957036,8585958.434394484,7.77,Low
R&D,May-24,4682236,7102299,-2420063,4154303.436470005,-3.45,Medium
Medical Research,Oct-24,3171738,4409071,-1237333,3170948.518186186,14.21,Low
,May-24,3141491,6595746,-3454255,2925806.912158476,-3.42,High
Defense Systems,Sep-24,2352460,,-6201354,2630060.167806287,-2.27,High
Administration,May-24,7650136,7931233,-281097,7482839.293723747,0.65,Medium
Defense Systems,Aug-24,5809187,7567231,-1758044,4868816.168476036,5.59,
Medical Research,Feb-24,2186323,7012515,-4826192,1863734.712574259,11.53,Low
Cybersecurity,Sep-24,11383890,6689102,4694788,,-4.3,Low
Energy Production,Jun-24,9557588,1836905,7720683,6909156.973341668,13.28,High
Cybersecurity,Jan-24,7398213,2550798,4847415,6864435.607848839,-2.03,High
Defense Systems,Jul-24,6751805,2126808,4624997,6656213.090401864,-2.26,Medium
Space Exploration,Oct-24,11793187,6641726,5151461,9307925.6808765,2.27,Low
Energy Production,,4268921,1955011,2313910,4249926.881350964,13.06,Medium
Energy Production,Sep-24,5366900,,-1293893,4007968.660439162,,High
Energy Production,Jul-24,5110017,,,5974891.122100582,12.35,Medium
-,Apr-24,6620475,6303747,316728,7309328.573311314,5.73,Medium
Space Exploration,Jan-24,11888841,8736777,3152064,10376865.95885042,-1.83,Low
Cybersecurity,Jul-24,,1559641,4393113,6365345.639348325,-4.77,
Energy Production,May-24,10395346,5912130,4483216,12374528.48541872,-1.16,High
Energy Production,May-24,6231074,3912279,2318795,6917718.689116738,14.53,Low
Tech Innovation,Jan-24,6498001,3859566,2638435,7319422.202946567,13.75,High
Administration,Jan-24,10540957,9777228,763729,8437233.241690703,-1.55,High
Space Exploration,Mar-24,11124288,1618840,9505448,11901543.51199649,-2.03,Medium
R&D,May-24,8702829,10206402,-1503573,9578849.151652893,9.3,
Energy Production,Jul-24,5831508,6319009,-487501,5333709.920554509,-0.09,
Tech Innovation,Mar-24,5378814,10589015,-5210201,6347506.658778867,2.51,Low
Defense Systems,Jul-24,6370483,2478382,3892101,-,4.83,Medium
Space Exploration,Aug-24,11199495,7422279,3777216,8738039.082487397,4.92,Medium
,Mar-24,5313257,3870694,,5304042.953816724,11.26,Medium
Administration,Feb-24,7054872,8952929,-1898057,8022271.667928214,8.25,Low
Tech Innovation,Nov-24,2073143,8079839,-,2142068.149573428,nil,Low
R&D,-,8344793,8842154,-497361,6478283.824342791,-2.39,High
Administration,nil,10388737,2478703,7910034,9022569.94323316,1.57,Medium
Medical Research,Jan-24,7454895,3201064,4253831,8891571.93256642,,Low
R&D,Jun-24,4193214,8684517,-4491303,3031006.926023932,13.57,Medium
,Aug-24,6840085,5210888,1629197,6837777.94129921,0.61,High
Tech Innovation,,2207348,7098788,-4891440,1912786.872698392,7.43,Medium
Administration,May-24,4626105,2035061,2591044,3426906.364799014,14.58,Low
Defense Systems,May-24,,5691471,3865016,10519526.34958637,3.38,Low
Space Exploration,Jun-24,9158552,9141314,17238,7499159.356901956,13.72,High
Space Exploration,Mar-24,11719115,5350457,6368658,9457707.848707357,5.34,High
Defense Systems,Oct-24,3234921,nil,-6734572,3716249.008804941,-,Low
Cybersecurity,Apr-24,-,10946412,-8160997,2466171.233329181,-4.31,Low
Medical Research,Sep-24,nil,3749462,5469724,10138095.07587568,13.52,
Tech Innovation,Aug-24,10893743,6204155,-,8803832.844601834,5.13,High
R&D,Aug-24,2106290,,-8001289,2252267.225533839,8.82,Medium
Energy Production,nil,10720826,7004107,3716719,11864037.04535759,8.59,
Cybersecurity,Apr-24,7887098,7394766,492332,9022187.964000117,-1.23,nil
Defense Systems,Jul-24,6919335,7610116,-690781,4904626.484943954,4.2,Low
Defense Systems,Oct-24,7450869,7777514,-326645,8524641.990429616,12.11,High
Energy Production,Dec-24,4585894,6266808,-1680914,3393820.121624252,-3.34,High
Medical Research,Oct-24,4738117,10995520,-6257403,5122982.866960708,,Low
nil,,2606150,2209614,396536,2745637.014895935,-3.57,High
Administration,Jan-24,3987142,10780014,-6792872,3400061.09780528,1.66,Medium
Administration,Jan-24,8804835,3236559,5568276,9989194.060359964,-2.74,High
R&D,Mar-24,11302029,4454286,6847743,10060625.84549858,,High
Space Exploration,Apr-24,2266819,1811301,455518,2189894.712222639,13.04,Medium
Administration,Aug-24,8352026,10870723,-2518697,7538228.380520984,-3.66,Low
Cybersecurity,Jul-24,4034176,5724001,-1689825,4323980.296584561,7.24,High
,Jun-24,2278262,2276523,1739,2516469.219179207,2.37,Medium
Cybersecurity,Apr-24,10484720,10292514,-,11399175.88988786,nil,
Tech Innovation,Dec-24,2881007,10319409,-7438402,2350695.35499347,,Low
Tech Innovation,Dec-24,2277202,9739878,-7462676,2359733.572341652,1.2,High
Cybersecurity,Jan-24,2034850,nil,-256200,1811236.582830717,-2.75,High
Administration,Aug-24,-,,1414476,3719356.961482274,3.85,High
R&D,Nov-24,10784040,9409134,1374906,8068645.668740507,11.35,High
Space Exploration,Apr-24,3109019,6659598,-3550579,3575725.129042193,,Low
Medical Research,Jul-24,8876717,6822512,2054205,6880892.930576113,-1.64,Medium
Space Exploration,May-24,3636785,9698740,-6061955,3279915.158634109,-0.56,Low
Cybersecurity,Jul-24,10633587,1938962,8694625,7757040.892183752,13,Low
Administration,Feb-24,11293659,1504951,9788708,13041396.5021676,6.81,Medium
Medical Research,May-24,8128895,10281884,-2152989,7526202.010616457,nil,High
Tech Innovation,Feb-24,7307671,6813647,494024,5318309.54588321,-1.94,High
Cybersecurity,,5228825,6784777,,4978131.133901114,-0.47,Low
Defense Systems,Jun-24,8954835,7977491,977344,9694875.820970153,14.05,Low
,Dec-24,10030586,10179295,-148709,11525979.24297728,-1.71,High
Space Exploration,Aug-24,7129647,7696834,-567187,5539442.448131924,-,Medium
Energy Production,Nov-24,11047244,10920489,126755,,2.08,Medium
Cybersecurity,Feb-24,8901878,6859647,2042231,7442133.750681357,6.52,Medium
Tech Innovation,Mar-24,-,1584210,9395624,11850471.72580749,14.31,High
Administration,Jul-24,4522624,4749763,-227139,nil,,-
,Jun-24,7060461,9415071,,6239647.290319175,-1.36,Low
Cybersecurity,Mar-24,4280105,1510436,2769669,3119090.388083713,-0.82,High
Energy Production,Feb-24,9217219,3150083,6067136,7898735.860992021,-,Low
Medical Research,Dec-24,11064160,3147022,7917138,9140835.68875262,9.48,-
Energy Production,Jun-24,11955465,2169353,9786112,13625932.80316282,14.12,Medium
Space Exploration,Feb-24,2943359,2147567,795792,3034621.240181259,-3.19,High
